"scan_root","category","relative_file","note"
"03_仓库源码","identifier","02_adjacent\KrowFeather__Prism\src\views\Settings.vue","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\KW10-2__Gadgets\CoursePyGar\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Mellow-Winds__NJU-Hub\data\merged_ratings.json","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Mellow-Winds__NJU-Hub\docs\privacy.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Mellow-Winds__NJU-Hub\options\options.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Mellow-Winds__NJU-Hub\options\options.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Mellow-Winds__NJU-Hub\options\sections\general.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Mellow-Winds__NJU-Hub\options\sections\login.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Mellow-Winds__NJU-Hub\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Mellow-Winds__NJU-Hub\scripts\elite_gpa_viewer.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Mellow-Winds__NJU-Hub\scripts\pe_score_viewer\pe_score_fetcher.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Mellow-Winds__NJU-Hub\scripts\pe_score_viewer\pe_score_ui.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Mellow-Winds__NJU-Hub\scripts\xk_login_autofill.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Othixx__xjtucourse\config.yaml","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Othixx__xjtucourse\course_selection.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Othixx__xjtucourse\gui.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Othixx__xjtucourse\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\RyanShaw3__MyScripts\Fuck-BITcourse\Fuck-BITcourse 1.0 beta.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\RyanShaw3__MyScripts\Fuck-BITcourse\Fuck-BITcourse 1.1 beta.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\RyanShaw3__MyScripts\Fuck-BITcourse\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\RyanShaw3__MyScripts\Sudoku\任务说明书.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\treehey__AutoCaptcha\content-grab.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\treehey__AutoCaptcha\popup.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\treehey__AutoCaptcha\PRIVACY.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\treehey__AutoCaptcha\readme.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\treehey__AutoCaptcha\STORE_DESCRIPTION.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\xjtu-wang__XJTU-Toolbox\getcourse.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\YDX-2147483647__BIT-enhanced\TamperMonkey\obsolete\BIT-青年大学习.user.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\yyngfive__new-course-system\courses.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\yyngfive__new-course-system\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\zly2006__xjtu-login\src\course.rs","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\guh0613__ehall-backend\docs\api.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\guh0613__ehall-backend\handlers\login_handler.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\guh0613__ehall-backend\models\login\cas_login_model.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\guh0613__ehall-backend\services\cas_auth_service.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\guh0613__ehall-backend\utils\request_utils.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\imcuttle__njnu-quick-get-score\static\index.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\imcuttle__njnu-quick-get-score\static\index.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\ruysdv__auto-query-score-system\.env.example","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\ruysdv__auto-query-score-system\login_script.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\ruysdv__auto-query-score-system\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\ruysdv__auto-query-score-system\selenium_login.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\ruysdv__auto-query-score-system\test_env.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\SDDFVC\adapters.yaml","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\YNUFE\ynufe.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\ANDYWANGTIANTIAN__SZU_AutoCourseSelecter\v1\encrypt.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\ANDYWANGTIANTIAN__SZU_AutoCourseSelecter\v1\gui.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\ANDYWANGTIANTIAN__SZU_AutoCourseSelecter\v1\login.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\ANDYWANGTIANTIAN__SZU_AutoCourseSelecter\v2\SZU_AutoCourseSelecter\src\main.rs","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\AriaPokotengYe__SEU-NewSystem-catcher\crawl.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\chimaoshu__SZU_rush_for_lessons\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\chimaoshu__SZU_rush_for_lessons\Spider.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\config.sample.json","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\src\ynu_xk_spider\browser\manager.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\src\ynu_xk_spider\config.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\src\ynu_xk_spider\domain\services\login.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\tests\test_browser_manager_options.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\tests\test_config_courses.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\tests\test_course_selector_async_notify.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\tests\test_http_client_thread_local.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\tests\test_login_service_batch_dialog.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\tests\test_spider_resilience.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\GreenTeodoro839__NJU-xk-helper\config\xk.conf","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\GreenTeodoro839__NJU-xk-helper\lib\authenticator.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\GreenTeodoro839__NJU-xk-helper\lib\des_encrypt.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\GreenTeodoro839__NJU-xk-helper\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\GreenTeodoro839__NJUxklogin\njuxklogin\__init__.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\GreenTeodoro839__NJUxklogin\njuxklogin\_authenticator.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\GreenTeodoro839__NJUxklogin\njuxklogin\_des_encrypt.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\GreenTeodoro839__NJUxklogin\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\HansZ8__BIT-XK-WISEDU\Readme.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\HansZ8__BIT-XK-WISEDU\xk.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\MattDong123__tools4szu\keepdrcom\keep_dom.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\MattDong123__tools4szu\szu-dorm-helper\config.json","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\MattDong123__tools4szu\szu-dorm-helper\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Mr-enthalpy__NJU-auto-class-rush\config.json","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Mr-enthalpy__NJU-auto-class-rush\des.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Mr-enthalpy__NJU-auto-class-rush\login.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Mr-enthalpy__NJU-auto-class-rush\main.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\neiro-o__seuGrabber\static\css\login.css","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\neiro-o__seuGrabber\static\css\semantic.min.css","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\neiro-o__seuGrabber\static\js\jquery-1.7.2.min.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\neiro-o__seuGrabber\static\js\jquery.min.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\starwingcc__YNU-xk_spider\xk_spider\AutoLogin.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\TheFunny233__NJUClassGrabber\grab.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\TheFunny233__NJUClassGrabber\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\tonglinggejimo__Course-Monitor-Grabber\course_monitor.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\tonglinggejimo__Course-Monitor-Grabber\login_encrypt.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\app.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\config.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\cus_base64.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\desencode.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\logic.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\pyproject.toml","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\school_password.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\school_session.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\services\auth_service.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\static_dist\login.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\static_dist\login.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\tests\test_api_safety.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\tests\test_auth_logic.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\tests\test_enrolled_and_progress.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\tests\test_request_contract.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\Weeye-hua__SZU-Course-Help\tests\test_static_assets.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\WenHe233__CUC-Courses\LICENSE","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\xzzvsxd__szu_grab_course_for_yjs\apis.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\xzzvsxd__szu_grab_course_for_yjs\config.json","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\xzzvsxd__szu_grab_course_for_yjs\index.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\xzzvsxd__szu_grab_course_for_yjs\main.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\xzzvsxd__szu_grab_course_for_yjs\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\YHalo-wyh__YNU-xk_spider-Pro\xk_spider\gui\main.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\YHalo-wyh__YNU-xk_spider-Pro\xk_spider\gui\ui.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","01_same_stack\YHalo-wyh__YNU-xk_spider-Pro\xk_spider\gui\workers.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\auth_session.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\CHANGELOG.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\config.example.yaml","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\mailer.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\monitor.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\panel_service.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\panel_static\index.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\panel_static\panel.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\scripts\healthcheck.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\scripts\simulate_drop.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\SECURITY.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\tests\test_panel.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\BryanHeBY__NJU_NEW_EAS_GRABER\graber_old_with_selenium.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\cells114514__JNU-\get_cookies.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Dytchem__Machine-Learning-with-Python\crawler\xkfw\xkfw.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Dytchem__Machine-Learning-with-Python\tradition\ref1.ipynb","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\fe1w0__DailyClock_XDU_version\clock.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\fe1w0__DailyClock_XDU_version\config.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\fe1w0__DailyClock_XDU_version\courseChoose.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\fe1w0__DailyClock_XDU_version\courseQuery.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\fe1w0__DailyClock_XDU_version\utils.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\database\auth.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\database\mongodb-secret.example.json","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\database\mongodb.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\middleware\adapter\ws2.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\middleware\adapter\wx-herald.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\middleware\auth-provider\graduate.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\middleware\auth-provider\ids-3.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\middleware\auth-provider\ids-6.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\middleware\auth-provider\ids-encrypt.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\middleware\auth.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\middleware\redis.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\middleware\related.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\repl.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\routes\api\admin\maintenance\redis.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\routes\api\card.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\routes\api\curriculum.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\routes\api\email.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\routes\api\index.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\routes\api\phylab.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\routes\api\srtp\competition.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\HeraldStudio__herald-webservice\routes\api\wlan.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\api\handlers.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\auth\crypto.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\auth\login.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\session\manager.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Hz162__XJTU-Course-Genius\backend\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Hz162__XJTU-Course-Genius\docs\CAS-LOGIN-GUIDE.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Hz162__XJTU-Course-Genius\docs\superpowers\plans\2026-06-09-frontend-redesign.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Hz162__XJTU-Course-Genius\frontend\lib\pages\login_page.dart","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Hz162__XJTU-Course-Genius\frontend\lib\services\api_service.dart","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Hz162__XJTU-Course-Genius\frontend\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Hz162__XJTU-Course-Genius\RELEASE.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\jimieguang__qiangke\main.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\Hexagon-spyder\const.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\Hexagon-spyder\main.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\Hexagon-spyder\service.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\pnpm-lock.yaml","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\src\App.vue","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\src\composables\useAccounts.ts","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\src\composables\useConnectionStatus.ts","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\src\views\Browse.vue","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\src\views\Login.vue","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\src\views\SelectClass.vue","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\src\views\SelectedCourses.vue","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\KrowFeather__Prism\src\views\Settings.vue","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\lvttt__xdu-course-helper\src\background\tasks\diagnostics.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\lvttt__xdu-course-helper\src\background\tasks\login.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\lvttt__xdu-course-helper\src\content\features\course-collection.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\lvttt__xdu-course-helper\src\content\hooks\xhr.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Mellow-Winds__NJU-Hub\libs\ort-wasm\ort-wasm-simd-threaded.mjs","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Mellow-Winds__NJU-Hub\libs\ort-wasm\ort.wasm.bundle.min.mjs","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Mellow-Winds__NJU-Hub\libs\xlsx.full.min.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Mellow-Winds__NJU-Hub\options\options.css","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Mellow-Winds__NJU-Hub\options\options.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Mellow-Winds__NJU-Hub\options\options.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Mellow-Winds__NJU-Hub\options\sections\course.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Mellow-Winds__NJU-Hub\options\sections\general.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Mellow-Winds__NJU-Hub\scripts\auth_auto_login.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Mellow-Winds__NJU-Hub\scripts\xk_login_autofill.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Othixx__xjtucourse\config.yaml","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Othixx__xjtucourse\gui.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Othixx__xjtucourse\login.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","password","02_adjacent\Othixx__xjtucourse\README.md","命中字段/代码模式；未保存匹配行或具体值"
