"scan_root","category","relative_file","note"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\dorm.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\exam.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\gpa.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\index.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\library.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\pe\index.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\phylab.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\reservation\index.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\reservation\initOrder.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\reservation\judgeUser.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\reservation\user.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\scholarship.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\HeraldStudio__herald-webservice\routes\api\user.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\api\handlers.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\auth\login.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\course\selection.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\session\manager.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\Hz162__XJTU-Course-Genius\backend\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\Hz162__XJTU-Course-Genius\backend\web\iife.min.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\Hz162__XJTU-Course-Genius\docs\CAS-LOGIN-GUIDE.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\Hz162__XJTU-Course-Genius\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\jimieguang__qiangke\main.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\jimieguang__qiangke\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\KrowFeather__Prism\Hexagon-spyder\service.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\KW10-2__Gadgets\CoursePyGar\CoursePyGar.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\KW10-2__Gadgets\CoursePyGar\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\lvttt__xdu-course-helper\Readme.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\lvttt__xdu-course-helper\src\App.vue","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\lvttt__xdu-course-helper\src\background\index.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\lvttt__xdu-course-helper\src\background\tasks\entrance.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\lvttt__xdu-course-helper\src\background\tasks\vcode.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\lvttt__xdu-course-helper\src\content\entries\early-hook.entry.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\lvttt__xdu-course-helper\src\content\hooks\xhr.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\lvttt__xdu-course-helper\src\shared\contract.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\Othixx__xjtucourse\course_selection.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\Othixx__xjtucourse\gui.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\Othixx__xjtucourse\login.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\RyanShaw3__MyScripts\Fuck-BITcourse\Fuck-BITcourse 1.0 beta.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\RyanShaw3__MyScripts\Fuck-BITcourse\Fuck-BITcourse 1.1 beta.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\RyanShaw3__MyScripts\Fuck-BITcourse\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\RyanShaw3__MyScripts\LogonScript\bilibili_live.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\RyanShaw3__MyScripts\LogonScript\hostloc.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\RyanShaw3__MyScripts\LogonScript\kanxue.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\treehey__AutoCaptcha\.gitignore","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\treehey__AutoCaptcha\data\captcha-samples\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\treehey__AutoCaptcha\docs\OCR_IMPROVEMENT_PLAN.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\treehey__AutoCaptcha\scripts\collect-captcha-samples.ps1","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\WheretoSleepinNJU__NJU-Class-Shedule-Flutter\api\tools\thuyjsjw.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\WheretoSleepinNJU__NJU-Class-Shedule-Flutter\lib\Pages\Import\ImportFromBEView.dart","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\WheretoSleepinNJU__NJU-Class-Shedule-Flutter\lib\Pages\Import\ImportFromCerView.dart","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\WheretoSleepinNJU__NJU-Class-Shedule-Flutter\lib\Pages\Import\ImportFromJWPresenter.dart","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\WheretoSleepinNJU__NJU-Class-Shedule-Flutter\lib\Pages\Import\ImportFromXKView.dart","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\WheretoSleepinNJU__NJU-Class-Shedule-Flutter\lib\Utils\HttpUtil.dart","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\xjtu-wang__XJTU-Toolbox\getchair_request.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\xjtu-wang__XJTU-Toolbox\getcourse.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\YDX-2147483647__BIT-enhanced\TamperMonkey\BIT-物理实验中心-下载日历.user.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\yyngfive__new-course-system\courses.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\yyngfive__new-course-system\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\zly2006__xjtu-course\login.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\zly2006__xjtu-login\Cargo.lock","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\zly2006__xjtu-login\Cargo.toml","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\zly2006__xjtu-login\log4rs.yaml","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","02_adjacent\zly2006__xjtu-login\src\login.rs","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","cookie","README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\ruysdv__auto-query-score-system\.env.example","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\ruysdv__auto-query-score-system\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\AHZYYGZ\AHZYYGZ.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\chaoxing_jiaowu\chaoxing.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\CUIT\cuit_bk_new.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\GUC\school.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\GUIT\guit_01.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\SHUFEZJ\shufezj.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\SXDZKJ\sxdzkj.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\USTL\ustl.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\WHUT\whut_01.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\XYAFU\xyafu_01.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","00_nnu_direct\XingHeYuZhuan__shiguang_warehouse\resources\ZCMU\adapters.yaml","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\ANDYWANGTIANTIAN__SZU_AutoCourseSelecter\v1\course_do.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\ANDYWANGTIANTIAN__SZU_AutoCourseSelecter\v1\getCourse.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\ANDYWANGTIANTIAN__SZU_AutoCourseSelecter\v1\gui.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\AriaPokotengYe__SEU-NewSystem-catcher\crawl.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\config.sample.json","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\src\ynu_xk_spider\domain\models.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\davidwushi1145__YNU-xk_spider_Refactoring\src\ynu_xk_spider\http\endpoints.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\GreenTeodoro839__NJU-xk-helper\config\xk.conf","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\GreenTeodoro839__NJU-xk-helper\lib\common.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\GreenTeodoro839__NJU-xk-helper\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\GreenTeodoro839__NJU-xk-helper\tools\import_favorites.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\GreenTeodoro839__NJU-xk-helper\tools\query_course_v2.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\GreenTeodoro839__NJU-xk-helper\xk_favorites.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\GreenTeodoro839__NJU-xk-helper\xk_quick.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\GreenTeodoro839__NJU-xk-helper\xk.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\GreenTeodoro839__NJUxklogin\njuxklogin\__init__.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\GreenTeodoro839__NJUxklogin\njuxklogin\_authenticator.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\GreenTeodoro839__NJUxklogin\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\guiyi886__szu_grab_course\choose_course.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\guiyi886__szu_grab_course\downloads.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\guiyi886__szu_grab_course\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\guiyi886__szu_grab_course\setting.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\HansZ8__BIT-XK-WISEDU\Readme.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\HansZ8__BIT-XK-WISEDU\xk.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Lewin671__YourLesson\choose_course.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Lewin671__YourLesson\downloads.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Lewin671__YourLesson\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Lewin671__YourLesson\setting.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\MattDong123__tools4szu\gra-autocourse\autocourse.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\MattDong123__tools4szu\venue-helper\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\MattDong123__tools4szu\xxt_autosign\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\MattDong123__tools4szu\xxt_autosign\xxt.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\mbmcmzh__JNU_CourseSnatcher\jnu_snatcher\api.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\mbmcmzh__JNU_CourseSnatcher\jnu_snatcher\credentials.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\mbmcmzh__JNU_CourseSnatcher\jnu_snatcher\gui\main_window.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\mbmcmzh__JNU_CourseSnatcher\main.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\mbmcmzh__JNU_CourseSnatcher\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\mbmcmzh__JNU_CourseSnatcher\tests\test_core.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Mr-enthalpy__NJU-auto-class-rush\login.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Mr-enthalpy__NJU-auto-class-rush\main.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Mr-enthalpy__NJU-auto-class-rush\select.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\neiro-o__seuGrabber\api\退课接口.txt","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\neiro-o__seuGrabber\api\cancelCourse.php","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\neiro-o__seuGrabber\api\curlist.php","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\neiro-o__seuGrabber\api\getCourse.php","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\neiro-o__seuGrabber\api\selectCourse.php","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\neiro-o__seuGrabber\api\selProgramCourse.php","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\starwingcc__YNU-xk_spider\xk_spider\GetCourse.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\starwingcc__YNU-xk_spider\xk_spider\run.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\TheFunny233__NJUClassGrabber\grab.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\TheFunny233__NJUClassGrabber\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\tonglinggejimo__Course-Monitor-Grabber\course_monitor.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\tonglinggejimo__Course-Monitor-Grabber\get_the_fxxk_class.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\card_key.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\choose_course.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\course_list.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\docs\RELEASE_NOTES.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\docs\USER_GUIDE.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\generate_card_key.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\logic.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\main.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\scripts\generate_user_guide_pdf.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\SECURITY.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\security\key_manager.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\services\auth_service.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\services\cart_service.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\static_dist\course-app.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\static_dist\index.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\static_dist\login.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\static_dist\login.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\tests\test_key_manager.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\Weeye-hua__SZU-Course-Help\tests\test_request_contract.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\xzzvsxd__szu_grab_course_for_yjs\apis.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\xzzvsxd__szu_grab_course_for_yjs\index.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\xzzvsxd__szu_grab_course_for_yjs\main.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\xzzvsxd__szu_grab_course_for_yjs\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\YHalo-wyh__YNU-xk_spider-Pro\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\YHalo-wyh__YNU-xk_spider-Pro\RELEASE_v2.0.0.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\YHalo-wyh__YNU-xk_spider-Pro\RELEASE_v2.1.0.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\YHalo-wyh__YNU-xk_spider-Pro\xk_spider\gui\ui.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","01_same_stack\YHalo-wyh__YNU-xk_spider-Pro\xk_spider\gui\workers.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\another-le__xjtu-tools\scripts\watchCourse.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\panel_service.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\panel_static\index.html","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\panel_static\panel.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\scripts\healthcheck.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Bocchi-Hero__xjtu-seat-monitor\scripts\list_courses.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\BryanHeBY__NJU_NEW_EAS_GRABER\graber.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\cells114514__JNU-\get_cookies.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\cells114514__JNU-\jwxk.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\cells114514__JNU-\query_course.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\cells114514__JNU-\query_selected.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\cells114514__JNU-\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Dytchem__Machine-Learning-with-Python\crawler\jwapp\.ipynb_checkpoints\jwapp-checkpoint.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Dytchem__Machine-Learning-with-Python\crawler\jwapp\jwapp.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Dytchem__Machine-Learning-with-Python\crawler\xkfw\xkfw.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\HeraldStudio__herald-webservice\database\auth.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\HeraldStudio__herald-webservice\database\course.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\HeraldStudio__herald-webservice\database\publicity.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\HeraldStudio__herald-webservice\middleware\adapter\ws2.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\HeraldStudio__herald-webservice\middleware\auth-provider\ids-3.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\HeraldStudio__herald-webservice\middleware\auth-provider\ids-6.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\HeraldStudio__herald-webservice\middleware\auth.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\HeraldStudio__herald-webservice\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\HeraldStudio__herald-webservice\routes\api\course\index.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\HeraldStudio__herald-webservice\routes\api\curriculum.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\HeraldStudio__herald-webservice\routes\api\notice\index.js","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\api\handlers.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\auth\login.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\course\query.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\course\round.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Hz162__XJTU-Course-Genius\backend\internal\session\manager.go","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\Hz162__XJTU-Course-Genius\backend\README.md","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\jimieguang__qiangke\main.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\KrowFeather__Prism\Hexagon-spyder\service.py","命中字段/代码模式；未保存匹配行或具体值"
"03_仓库源码","identifier","02_adjacent\KrowFeather__Prism\src\views\Login.vue","命中字段/代码模式；未保存匹配行或具体值"
